Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
"Korea, Dem. People's Rep.",PRK,2001,YR2001,60.745,..,35.7,96.29,..,1.981,..,..,..,20.0873362445415,99.30254499,..,..,59.491,..,195.270509093929,3.16363765656445,53.4296154804418,..
"Korea, Dem. People's Rep.",PRK,2002,YR2002,60.792,..,34.8,98.01,..,1.943,..,..,..,20.0873362445415,99.30214999,..,..,59.57,..,196.31601195914,3.01196218307567,53.2533012208288,..
"Korea, Dem. People's Rep.",PRK,2003,YR2003,69.546,..,32.3,99.79,..,1.914,..,..,..,..,99.30176,..,..,59.648,..,197.5060792293,3.05853570561609,53.0769869612158,..
"Korea, Dem. People's Rep.",PRK,2004,YR2004,69.437,..,32.6,101.4,..,1.962,..,..,..,20.0873362445415,99.23950236,..,..,59.727,..,198.894859230961,3.10338290687726,52.9006727016029,..
"Korea, Dem. People's Rep.",PRK,2005,YR2005,69.285,..,33.8,103.18,..,1.955,..,..,..,20.0873362445415,98.86547176,..,..,59.805,..,200.157644713894,3.21929620959013,52.7243584419899,..
"Korea, Dem. People's Rep.",PRK,2006,YR2006,69.085,..,36.1,101.69,..,1.958,..,..,..,20.0873362445415,98.49234084,..,..,59.884,..,201.276978656258,3.25713312653974,52.5480441823769,..
"Korea, Dem. People's Rep.",PRK,2007,YR2007,68.911,..,38.2,94.13,..,1.956,..,..,..,20.0873362445415,98.1201008,..,..,59.962,..,202.279760817208,2.69471327291361,52.3717299227639,..
"Korea, Dem. People's Rep.",PRK,2008,YR2008,68.958,..,39.7,100.08,..,1.977,..,..,..,20.0873362445415,97.74875323,..,..,60.04,..,203.214409102234,2.9764747274383,52.1954156631509,..
"Korea, Dem. People's Rep.",PRK,2009,YR2009,69.732,..,39.6,98.92,..,1.951,94.02788,..,..,15.5749636098981,97.38017624,26,..,60.195,..,204.148401295573,2.25217662593456,52.0191014035379,..
"Korea, Dem. People's Rep.",PRK,2010,YR2010,70.419,..,39.1,99.19,..,1.809,..,..,..,15.5749636098981,97.0141858,29.2511825561523,..,60.377,..,205.019807324973,2.091059320635,51.8427871439249,..
"Korea, Dem. People's Rep.",PRK,2011,YR2011,70.978,..,38.2,100.36,..,1.811,..,..,..,15.5749636098981,96.65020598,31.4920024871826,..,60.557,..,205.828328211943,1.49690186597376,51.6664728843119,..
"Korea, Dem. People's Rep.",PRK,2012,YR2012,71.626,..,38.6,102.95,..,1.836,..,..,..,15.5749636098981,96.288327,33.7508888244629,..,60.738,..,206.691886055975,1.54627754917375,51.4901586246989,..
"Korea, Dem. People's Rep.",PRK,2013,YR2013,72.319,..,38.6,104.78,..,1.86,..,..,..,15.5749636098981,95.92847181,36.0296058654785,..,60.918,..,207.639058217756,1.10508359411769,51.313844365086,..
"Korea, Dem. People's Rep.",PRK,2014,YR2014,72.942,..,39.6,103.24,..,1.885,..,..,..,16.3027656477438,95.57067622,38.3261299133301,..,61.098,..,208.671464164106,1.2427420680088,51.137530105473,..
"Korea, Dem. People's Rep.",PRK,2015,YR2015,72.784,..,40.3,98.49,..,1.884,..,..,..,16.3027656477438,95.21488171,40.6374969482422,..,61.277,..,209.766755252886,0.993842944506922,50.96121584586,..
"Korea, Dem. People's Rep.",PRK,2016,YR2016,72.805,..,41.2,98.27,..,1.87,..,..,..,16.3027656477438,94.86210102,42.9607353210449,..,61.471,..,210.859654513745,1.18151869282282,50.784901586247,..
Kosovo,XKX,2000,YR2000,74.072,..,..,..,..,2.66,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2001,YR2001,74.394,..,..,..,..,2.622,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2002,YR2002,74.676,..,..,..,..,2.533,..,..,34.5,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2003,YR2003,74.968,..,..,..,..,2.28,..,..,29.5,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2004,YR2004,75.304,..,..,..,..,2.461,..,..,25.2,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2005,YR2005,75.616,..,..,..,..,2.609,..,..,29.7,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2006,YR2006,75.636,..,..,..,..,2.429,..,..,30.6,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2007,YR2007,76.516,..,..,..,..,2.357,..,..,28.3,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,2008,YR2008,77.392,6850,..,..,..,2.444,..,..,26.1,..,..,..,..,..,..,..,..,..,0.0163027941392356
Kosovo,XKX,2009,YR2009,77.665,6980,..,..,..,2.437,..,..,28.8,..,..,..,..,..,..,..,..,..,0.481597270513536
Kosovo,XKX,2010,YR2010,77.63,7350,..,..,..,2.426,..,..,..,..,..,99,..,..,..,..,..,..,0.661708666801455
Kosovo,XKX,2011,YR2011,77.74,7970,..,..,..,1.992,..,..,..,..,..,..,..,..,..,..,..,..,0.761541227199275
Kosovo,XKX,2012,YR2012,78.28,8300,..,..,..,2.001,..,..,16.11,..,..,99.75,44.37,..,..,..,..,..,0.667563281192859
Kosovo,XKX,2013,YR2013,78.587,8580,..,..,..,2.098,..,..,18.87,..,..,99.75,39.91,..,..,..,..,..,0.687148341725147
Kosovo,XKX,2014,YR2014,78.88,8830,..,..,..,1.871,..,..,19.03,..,..,99.6800003051758,45.89,..,..,..,..,..,0.725311468343062
Kosovo,XKX,2015,YR2015,78.922,9510,..,..,..,1.751,..,..,16.01,..,..,99.8600006103516,46.53,..,..,..,..,..,0.776151353119968
Kosovo,XKX,2016,YR2016,78.981,10130,..,..,..,1.658,..,..,16.28,..,..,99.8000030517578,32.2,..,..,..,..,..,0.773667432722959
Kyrgyz Republic,KGZ,2000,YR2000,68.5585365853659,1750,..,77.64,0.1,2.4,86.23445,..,..,2.32558139534884,79.86971769,99.6102447509766,..,35.298,47.15842,25.5391032325339,0.953495018781643,6.15693430656934,1.88267868153659
Kyrgyz Republic,KGZ,2001,YR2001,68.7073170731707,1910,15,82.59,0.1,2.4,86.70752,..,..,10,79.86926588,99.5810089111328,..,35.296,..,25.7825860271116,0.802147580433156,6.18236704900939,1.45442256572189
Kyrgyz Republic,KGZ,2002,YR2002,68.1560975609756,1930,12.9,79.19,0.1,2.4,86.56198,..,55.29,10,80.51358757,100,..,35.295,42.68651,26.0203336809176,0.995591800749394,6.20779979144943,1.61508707879466
Kyrgyz Republic,KGZ,2003,YR2003,68.2560975609756,2090,10.6,81.19,0.1,2.5,85.66637,..,..,10,81.15770873,99.5021209716797,..,35.293,..,26.2945776850886,1.10756845716099,6.23323253388947,1.69672879754716
Kyrgyz Republic,KGZ,2004,YR2004,68.1536585365854,2230,8.5,82.99,0.1,2.6,90.15894,82.2807,53.53,10,81.80205925,99.4571838378906,10.25,35.292,38.2146,26.6147028154327,1.08872215801124,6.25866527632951,1.68330677798352
Kyrgyz Republic,KGZ,2005,YR2005,67.9560975609756,2300,8.5,79.28,0.1,2.5,87.72328,80.63642,..,0,82.40306274,99.4423065185547,4.45,35.29,..,26.9165797705944,1.02709874869252,6.28409801876955,1.61440181141179
Kyrgyz Republic,KGZ,2006,YR2006,67.6951219512195,2470,9,80.93,0.1,2.7,88.89012,80.60553,54.23,0,83.00341408,98.8899993896484,4.65,35.289,33.74269,27.2075078206465,1.01962287291124,6.30953076120959,1.66563950734665
Kyrgyz Republic,KGZ,2007,YR2007,67.8951219512195,2730,9.6,82.83,0.1,2.7,87.57056,80.37718,..,25.5555555555556,83.60270555,99.5400009155273,..,35.287,..,27.4681960375391,1.22801989218738,6.33496350364964,1.33882185898714
Kyrgyz Republic,KGZ,2008,YR2008,68.4512195121951,2910,8.8,83.88,0.1,2.8,87.41595,..,..,25.5555555555556,84.20114158,99.5100021362305,..,35.285,29.27078,27.7304483837331,1.41154793464568,6.36039624608968,1.18919890963387
Kyrgyz Republic,KGZ,2009,YR2009,69.1024390243903,2980,8.2,89.19,0.1,2.9,86.84836,..,52.71,25.5555555555556,84.79890894,99.5,..,35.284,..,28.0672575599583,1.2560882729924,6.38582898852972,1.43310991815544
Kyrgyz Republic,KGZ,2010,YR2010,69.3,2890,7.3,87.07,0.2,3.1,87.3591,..,61.22,23.3333333333333,85.39985284,99,..,35.306,24.79887,28.4040667361835,1.16608234365535,6.41126173096976,1.6110185266278
Kyrgyz Republic,KGZ,2011,YR2011,69.6024390243903,2950,6.7,88.05,0.2,3.1,87.31801,..,60.11,23.3333333333333,86.00377956,98.3199996948242,10.61,35.352,..,28.7518248175182,1.38247561019838,6.43433785192909,1.39442800442394
Kyrgyz Republic,KGZ,2012,YR2012,70.0024390243902,3530,6.3,87.76,0.2,3.2,89.62546,..,57.09,23.3333333333333,86.61046622,99.8000030517578,15.07,35.423,20.32696,29.2346193952033,1.79371165644172,6.45741397288842,1.62797221499078
Kyrgyz Republic,KGZ,2013,YR2013,70.2024390243902,3810,6.1,92.09,0.2,3.1,90.44162,..,54.63,23.3333333333333,87.21919688,98.9300003051758,14.98,35.517,..,29.8206465067779,1.63988740471362,6.48049009384776,1.62236082169272
Kyrgyz Republic,KGZ,2014,YR2014,70.4024390243902,4100,6.1,93.38,0.2,3.2,89.78817,80.23971,54.56,23.3333333333333,87.82975303,99.8000030517578,13.42,35.635,15.85505,30.4249217935349,1.66354211292948,6.50356621480709,1.7135690234793
Kyrgyz Republic,KGZ,2015,YR2015,70.6512195121951,4050,6.3,102.28,0.2,3.2,89.45166,80.51887,54.73,19.1666666666667,88.44176125,98.6900024414063,11.06,35.777,..,31.0578727841502,1.72364820628179,6.52664233576642,1.75202408672204
Kyrgyz Republic,KGZ,2016,YR2016,70.9512195121951,4440,6.1,104.34,0.2,3.1,89.36426,82.18479,53.91,19.1666666666667,89.04474796,99.7099990844727,10.66,35.944,11.38314,31.6970802919708,1.59565753762645,6.54973931178311,1.6973895707374
Lao PDR,LAO,2000,YR2000,58.378,1720,..,35.48,0.1,4.4,75.85907,27.41947,..,21.2121212121212,46.1438475,42.4961395263672,..,21.977,54.4,23.5305589254766,0.166285112117747,75.498266897747,0.791543216650207
Lao PDR,LAO,2001,YR2001,59.07,1830,31.2,36.81,0.1,4.209,75.377,28.96552,..,21.2121212121212,48.52493097,45.2667083740234,..,22.993,..,23.9155415944541,0.180772276499459,75.2883448873484,0.717115235195965
Lao PDR,LAO,2002,YR2002,59.534,1950,29.5,40.88,0.1,4.037,76.5676,29.97322,..,22.9357798165138,50.8838608,46.2999992370605,..,24.044,51,24.2898656845754,0.197192308879201,75.0784228769497,0.583934898389787
Lao PDR,LAO,2003,YR2003,60.031,2030,26.9,40.23,0.1,3.911,79.17625,33.31071,94.4,22.9357798165138,53.21832339,48,..,25.126,..,24.6493284228769,0.202395296942468,74.8685008665511,0.492156926196989
Lao PDR,LAO,2004,YR2004,60.293,2230,24.1,42.11,0.2,3.808,79.84852,34.94459,..,22.9357798165138,55.5286019,53.542308807373,..,26.242,47.5,24.9920580589255,0.209981784507973,74.6585788561525,0.433725286362231
Lao PDR,LAO,2005,YR2005,60.98,2470,22.4,44.57,0.2,3.673,81.105,35.19979,66.3,22.9357798165138,57.74583781,57.2000007629395,..,27.186,..,25.3594887348354,0.214810600430209,74.4486568457539,0.392508608502655
Lao PDR,LAO,2006,YR2006,61.493,2630,20.6,46.14,0.2,3.597,82.62215,34.41882,..,25.2173913043478,59.80960308,57.0410575866699,..,27.748,44.1,25.7651343154246,0.276259027648268,74.2387348353553,0.343162744772127
Lao PDR,LAO,2007,YR2007,62.084,2920,20.1,49.56,0.2,3.494,85.23456,35.52986,..,25.2173913043478,61.85268892,54.9599990844727,..,28.316,..,26.1756845753899,0.287071693271104,74.0288128249567,0.312173796332908
Lao PDR,LAO,2008,YR2008,62.603,3120,18.3,52.38,0.2,3.375,87.67267,36.52896,..,25.2173913043478,63.87597936,66,..,28.893,40.7,26.5851863084922,0.333808083331744,73.8188908145581,0.273820907156906
Lao PDR,LAO,2009,YR2009,63.273,3390,16.8,57.21,0.2,3.264,89.97949,38.11272,..,25.2173913043478,65.87823871,67.3593978881836,..,29.475,..,26.9927642980936,0.407307947280307,73.6089688041594,0.217194753335539
Lao PDR,LAO,2010,YR2010,63.973,3540,14.1,61.28,0.3,3.145,94.53585,39.96589,76.66,25.2173913043478,67.86004979,70.1499404907227,0.55,30.064,37.3,27.3978249566724,0.454991272125297,73.3990467937608,0.204567128983702
Lao PDR,LAO,2011,YR2011,64.736,3830,12.8,69.18,0.3,3.049,94.33115,40.66093,..,25,69.82140063,70,..,30.66,..,27.80037694974,0.474258871157907,73.2495667244367,0.212126552452257
Lao PDR,LAO,2012,YR2012,65.355,4510,11.3,72.59,0.3,2.953,94.32175,43.58459,..,25,71.76251698,76.3666305541992,..,31.264,33.8,28.2010528596187,0.502688435953585,73.1000866551126,0.199455064976167
Lao PDR,LAO,2013,YR2013,65.718,4960,10,75.16,0.3,2.872,96.23668,47.07239,..,25,73.68239888,79.5762557983398,..,31.872,..,28.5994020797227,0.630353375423551,72.9506065857886,0.189895181780941
Lao PDR,LAO,2014,YR2014,66.361,5570,8,89.86,0.3,2.802,96.5434,52.32234,..,25,75.58182611,83.1340408325195,..,32.487,30.4,28.9924350086655,0.649260982740074,72.8011265164645,..
Lao PDR,LAO,2015,YR2015,66.67,5850,6.7,104.54,0.3,2.766,94.89325,55.82319,..,25,77.46057221,89.6999969482422,..,33.108,..,29.4082279029463,1.3076988469402,72.6516464471404,..
Lao PDR,LAO,2016,YR2016,67.167,6510,5.9,105.6,0.3,2.722,94.00376,58.73341,..,27.5167785234899,79.59784865,90.5495300292969,..,33.736,27,29.8585918544194,2.27853328869775,72.5021663778163,..
Lebanon,LBN,2000,YR2000,73.931,8100,..,94.48,0.1,2.499,..,..,..,2.34375,85.87790159,99.3515930175781,..,86,..,422.350146627566,3.62742388746857,13.5073313782991,5.39210030383447
Lebanon,LBN,2001,YR2001,74.365,8280,7.8,86.49,0.1,2.462,..,..,..,2.34375,86.23432965,99.346565246582,..,86.118,..,429.051808406647,3.84828670372733,13.4992179863148,5.44789624491027
Lebanon,LBN,2002,YR2002,75.064,8230,8.6,94.34,0.1,2.41,..,..,..,2.34375,86.59075771,99.3339538574219,..,86.24,92.4,434.669208211144,3.78625244171701,13.4911045943304,4.75330090340514
Lebanon,LBN,2003,YR2003,75.593,7470,9.6,92.61,0.1,2.345,..,..,..,2.34375,86.94718578,99.3161087036133,..,86.366,..,440.352590420332,3.86584819283046,13.482991202346,4.67569110879715
Lebanon,LBN,2004,YR2004,75.976,9290,10.7,100.09,0.1,2.27,..,..,20.37,2.34375,87.30361384,99.9000015258789,..,86.494,92.4,447.194232649071,3.90821712963439,13.4748778103617,4.51424506886149
Lebanon,LBN,2005,YR2005,76.273,9990,10.9,93.89,0.1,2.203,..,..,..,4.6875,87.6600419,99.2741088867188,..,86.627,..,453.865493646139,3.72145945633942,13.4667644183773,4.47893172691688
Lebanon,LBN,2006,YR2006,76.08,10450,10.5,96.02,0.1,2.157,..,..,..,4.6875,88.01646996,99.3838195800781,..,86.762,92.41022,461.374780058651,3.43944232291439,13.458651026393,4.57603784913407
Lebanon,LBN,2007,YR2007,77.08,11780,9.9,96.47,0.1,2.11,..,..,21.12,4.6875,88.37289802,97.8000030517578,8.76,86.901,..,470.147409579668,3.12699080673519,13.4505376344086,4.63239840402185
Lebanon,LBN,2008,YR2008,77.584,12690,9.4,100.04,0.1,2.081,..,..,..,4.6875,88.72932608,99.9000015258789,..,87.042,67.30186,477.772531769306,3.81495016074309,13.4424242424242,4.00131449104104
Lebanon,LBN,2009,YR2009,77.889,13610,7.6,90.64,0.1,2.085,..,..,22.35,3.125,89.08575414,99.234489440918,..,87.187,..,483.981915933529,4.42377353879464,13.4343108504399,4.02004200140751
Lebanon,LBN,2010,YR2010,78.156,14640,5.7,88.81,0.1,2.126,..,..,..,3.125,89.4421822,99.4744110107422,..,87.334,42.19351,488.347996089932,4.17636814924537,13.4261974584555,4.12655312377024
Lebanon,LBN,2011,YR2011,78.404,15040,4.2,84.34,0.1,2.162,..,..,..,3.125,89.79861027,99.6840133666992,..,87.484,..,493.162854349951,4.19719820751246,13.4844574780059,4.05865660564424
Lebanon,LBN,2012,YR2012,78.628,15770,4.6,84.54,0.1,2.169,..,..,..,3.125,90.15503833,99.5067596435547,..,87.636,17.08516,506.191300097752,4.53236241673727,13.5427174975562,3.98937634457757
Lebanon,LBN,2013,YR2013,78.765,15510,5,89.13,0.1,2.172,..,..,..,3.125,90.51146639,99.4955139160156,..,87.79,..,555.117399804497,4.0931695513758,13.6009775171065,4.16539813900342
Lebanon,LBN,2014,YR2014,78.973,14810,5.5,95.09,0.1,2.182,..,..,..,3.125,90.86789445,99.4823226928711,..,87.947,4.5,613.327663734115,4.00854782860099,13.6592375366569,4.67817522836761
Lebanon,LBN,2015,YR2015,79.229,15220,5.9,98.71,0.1,2.178,..,..,..,3.125,91.22432251,99.5831756591797,..,88.106,..,625.507331378299,4.22165233616818,13.7174975562072,4.48688434454642
Lebanon,LBN,2016,YR2016,79.505,16320,6.2,106.2,0.1,2.183,..,..,..,3.125,91.58075057,99.7256240844727,..,88.266,4.5,611.790713587488,4.44371194348146,13.7761485826002,5.06266311306368
Lesotho,LSO,2000,YR2000,48.427,1630,..,104.39,21.5,3.658,74.50071,17.97381,..,3.79746835443038,66.22685524,4.25875997543335,..,19.548,62.72729,65.8310276679842,0.197135037500688,1.13702239789196,3.28492612837033
Lesotho,LSO,2001,YR2001,46.849,1950,20,121.03,22.1,3.657,76.2845,20.04806,..,3.79746835443038,66.48094874,1.25226926803589,..,20.067,..,65.8587944664032,0.199002437142187,1.13702239789196,2.74417802299373
Lesotho,LSO,2002,YR2002,45.595,2000,18.5,100.76,22.5,3.677,78.78223,20.91766,..,..,66.74292745,3.36165857315063,..,20.597,62.72729,65.7949275362319,0.203250607999664,1.13702239789196,2.5163929527429
Lesotho,LSO,2003,YR2003,44.53,2110,16.8,95.66,22.7,3.635,81.61161,21.89832,..,11.6666666666667,67.0127969,5.46581268310547,..,21.137,..,65.6465744400527,0.203559404524769,1.13702239789196,2.36900091916458
Lesotho,LSO,2004,YR2004,43.711,2130,15.3,95.53,22.9,3.519,81.89118,23.20564,..,11.6666666666667,67.29116933,6.80000019073486,..,21.689,58.59683,65.3947299077734,0.214416959137376,1.13702239789196,2.13166293812828
Lesotho,LSO,2005,YR2005,43.233,2150,13.7,101.82,23.1,3.438,83.75431,25.0859,..,11.6666666666667,67.57743594,9.66781139373779,..,22.249,..,65.1325428194993,0.2182131904943,1.13702239789196,2.0492596155836
Lesotho,LSO,2006,YR2006,42.914,2220,12.8,91.26,23.3,3.43,86.06502,25.8478,31.64,11.6666666666667,67.87240626,9.69999980926514,..,22.82,54.46637,65.1113306982872,0.215603152601706,1.13702239789196,2.07422499066906
Lesotho,LSO,2007,YR2007,43.123,2650,12.4,97.55,23.5,3.441,84.60323,27.23189,..,23.5294117647059,68.15478075,13.8775405883789,..,23.304,..,65.3315217391304,0.220876093099702,1.13702239789196,2.08122268002808
Lesotho,LSO,2008,YR2008,43.566,2760,12.3,98.25,23.7,3.408,86.17053,29.59115,40.08,25,68.4445229,15.9918966293335,..,23.796,50.33592,65.7119235836627,0.230173823341591,1.13702239789196,1.45364227680839
Lesotho,LSO,2009,YR2009,44.034,2640,11.9,89.95,24,3.318,86.82353,32.39088,..,24.1666666666667,68.74110567,17,..,24.293,..,66.178162055336,0.261949094376829,1.13702239789196,2.47539189763493
Lesotho,LSO,2010,YR2010,45.596,2730,11.6,104.58,24.2,3.249,88.6368,36.12128,..,24.1666666666667,69.04535237,17,..,24.798,46.20546,66.625395256917,0.270177140294856,1.13702239789196,2.84838522538957
Lesotho,LSO,2011,YR2011,46.692,2700,12,106.04,24.4,3.318,88.93112,38.96832,..,24.1666666666667,69.35718462,22.4054412841797,..,25.31,..,67.1171607378129,0.28139886743581,1.13702239789196,2.04236365002237
Lesotho,LSO,2012,YR2012,47.835,2640,14.8,105.26,24.6,3.305,89.19998,40.16248,..,26.6666666666667,69.64579499,20.5599994659424,..,25.704,42.075,67.6784584980237,0.302961282278152,1.13702239789196,1.93492279749889
Lesotho,LSO,2013,YR2013,49.002,2880,19.3,105.99,24.8,3.334,86.3829,40.63024,57.28,26.6666666666667,69.93985584,26.7660140991211,..,26.101,..,68.3115612648221,0.293451253870051,1.13702239789196,1.82338856129187
Lesotho,LSO,2014,YR2014,50.033,3050,26.1,106.67,24.7,3.288,87.35942,40.64296,..,26.6666666666667,70.23970395,27.7999992370605,..,26.502,37.94455,69.0132411067194,0.288797189059784,1.13702239789196,1.76809681567459
Lesotho,LSO,2015,YR2015,51.101,3350,30.3,100.76,24.6,3.264,88.60833,41.85947,..,25,70.5456894,31.6773338317871,..,26.908,..,69.7800065876153,0.306723416949844,1.13702239789196,1.73342807205309
Lesotho,LSO,2016,YR2016,52.264,3290,32,92.56,24.2,3.239,90.57671,41.35206,..,25,70.85738563,35.071590423584,..,27.317,33.81409,70.6150197628458,0.321521060958863,1.13702239789196,1.77949879014693
Liberia,LBR,2000,YR2000,51.356,860,..,67.69,2.7,5.875,..,..,..,7.8125,61.66387018,..,..,44.331,..,30.0583887043189,0.147902200313344,85.3679401993355,..
Liberia,LBR,2001,YR2001,52.752,830,36.6,65.39,2.6,5.774,..,..,..,7.8125,62.60565158,..,..,44.673,..,30.9556478405316,0.152187649246323,85.0537790697674,..
Liberia,LBR,2002,YR2002,53.788,840,38.1,63.1,2.5,5.653,..,..,..,7.8125,63.54508319,..,..,45.017,75.48823,31.7753218438538,0.146526872680805,84.7396179401993,..
Liberia,LBR,2003,YR2003,53.042,580,37.6,63.16,2.4,5.547,..,..,..,7.8125,64.48159806,..,..,45.361,..,32.0304505813953,0.155578633677917,84.4254568106312,..
Liberia,LBR,2004,YR2004,56.013,610,36.5,64.67,2.3,5.506,..,..,..,5.26315789473684,65.41546415,..,..,45.706,75.48823,32.4174314784053,0.180169591349349,84.1112956810631,0.634351668877098
Liberia,LBR,2005,YR2005,56.912,650,35.8,68.96,2.1,5.519,..,..,..,12.5,66.34640363,..,..,46.051,..,33.9111088039867,0.205736244909406,83.797134551495,0.856442095883425
Liberia,LBR,2006,YR2006,57.62,710,35.3,70.83,2,5.53,36.08605,..,..,12.5,67.00601195,..,..,46.396,74.59566,35.8741382890365,0.199557388051214,83.4829734219269,0.476173999027361
Liberia,LBR,2007,YR2007,58.285,780,34.4,78.37,1.9,5.462,..,..,68.2,12.5,67.65578366,3,..,46.742,..,37.7153239202658,0.176800431630119,83.1688122923588,0.311075182608453
Liberia,LBR,2008,YR2008,58.772,840,32.9,85.25,1.8,5.328,43.79097,..,..,12.5,68.29553369,1.27928960323334,..,47.088,72.81052,39.2845411129568,0.143545512854903,82.8546511627907,0.497952236031321
Liberia,LBR,2009,YR2009,59.194,870,33.1,85.93,1.8,5.174,40.55385,..,..,12.5,68.92804916,1.89999997615814,..,47.445,..,40.5426287375415,0.137677570622366,82.5404900332226,0.651749770983154
Liberia,LBR,2010,YR2010,59.433,900,34.5,88.47,1.7,5.058,..,..,54.69,12.5,69.55329165,5.16266441345215,2.46,47.813,71.02538,41.7354235880399,0.182404981547062,82.2263289036545,0.816738925922708
Liberia,LBR,2011,YR2011,59.62,1000,35.7,91.37,1.6,4.97,40.78992,..,..,9.58904109589041,70.1714638,4.09999990463257,..,48.193,..,43.4089493355482,0.203934324288772,81.9121677740864,1.05878496963336
Liberia,LBR,2012,YR2012,59.913,1040,36.2,93.75,1.6,4.881,..,..,..,10.958904109589,70.78205575,9.10747241973877,..,48.583,69.24025,44.9723837209302,0.22008476963068,81.5980066445183,1.18202743211185
Liberia,LBR,2013,YR2013,59.943,1210,36.1,90.37,1.5,4.749,..,..,..,10.958904109589,71.38551577,9.80000019073486,..,48.985,..,45.9646283222591,0.206854586517827,81.2838455149502,1.08123677293918
Liberia,LBR,2014,YR2014,59.121,1230,36.8,92.43,1.4,4.622,38.38889,16.961,71.27,10.958904109589,71.98135433,9.39999961853027,1.81,49.397,67.45511,46.9206602990033,0.269460667106548,80.9696843853821,1.03252916478791
Liberia,LBR,2015,YR2015,59.148,1160,36.4,96.64,1.4,4.523,..,15.69147,..,10.958904109589,72.56979194,15.161735534668,..,49.82,..,47.8854754983389,0.273159178367371,80.6555232558139,1.05149809603217
Liberia,LBR,2016,YR2016,60.416,1280,36.3,110.94,1.3,4.461,..,..,72.16,10.958904109589,73.15081745,17.7000007629395,2.77,50.254,65.66997,48.8589804817276,0.299672956167287,80.3413621262459,1.06263832185229
